text,label
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Free RM2382 voucher, claim sekarang tng-update.com",SCAM
"Free RM699 voucher, claim sekarang bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
"You win RM520 cash, claim now sebelum expired",SCAM
Dinner rumah mak malam ni,SAFE
"Loan approved instant RM3564, send IC & bank details",SCAM
Weh kau free tak malam ni?,SAFE
"Good morning bro, bangun cepat",SAFE
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
Kita jumpa esok kelas 10am,SAFE
Kita jumpa esok kelas 10am,SAFE
Let’s study together for exam,SAFE
Aku dah hantar report tu,SAFE
Where are you now bro?,SAFE
Dinner rumah mak malam ni,SAFE
Apa plan weekend ni?,SAFE
Jom makan dekat cafe kampus,SAFE
"We detected login from India, confirm identity tng-update.com",SCAM
Apa plan weekend ni?,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
Assignment dah siap belum?,SAFE
Let’s study together for exam,SAFE
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
Let’s study together for exam,SAFE
"You win RM279 cash, claim now sebelum expired",SCAM
Assignment dah siap belum?,SAFE
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
Jom makan dekat cafe kampus,SAFE
You datang lecture tak hari ni?,SAFE
Aku tengah buat project AI ni,SAFE
Where are you now bro?,SAFE
Aku lambat sikit traffic jam,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Jom makan dekat cafe kampus,SAFE
Where are you now bro?,SAFE
"Job part time RM1141/day, no experience needed, join link bit.ly/verify",SCAM
Apa plan weekend ni?,SAFE
"Free RM3091 voucher, claim sekarang bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
"Loan approved instant RM3948, send IC & bank details",SCAM
You datang lecture tak hari ni?,SAFE
"We detected login from Nigeria, confirm identity tng-update.com",SCAM
Weh kau free tak malam ni?,SAFE
"Customs hold parcel, pay RM1421 release fee",SCAM
Where are you now bro?,SAFE
"We detected login from Nigeria, confirm identity bit.ly/verify",SCAM
Jom makan dekat cafe kampus,SAFE
"We detected login from India, confirm identity sh0pee-help.net",SCAM
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
Weh kau free tak malam ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Aku lambat sikit traffic jam,SAFE
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
Thanks bro tolong aku tadi,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Let’s study together for exam,SAFE
Thanks bro tolong aku tadi,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Kita jumpa esok kelas 10am,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
Jom makan dekat cafe kampus,SAFE
Aku dah hantar report tu,SAFE
"Shopee parcel stuck kastam, bayar RM1348 untuk release",SCAM
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Assignment dah siap belum?,SAFE
Aku lambat sikit traffic jam,SAFE
"Shopee parcel stuck kastam, bayar RM3190 untuk release",SCAM
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Kita jumpa esok kelas 10am,SAFE
"Customs hold parcel, pay RM3912 release fee",SCAM
"Your email hacked, reset password immediately tng-update.com",SCAM
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
Call aku nanti free,SAFE
Kita jumpa esok kelas 10am,SAFE
Jom makan dekat cafe kampus,SAFE
Thanks bro tolong aku tadi,SAFE
Aku lambat sikit traffic jam,SAFE
"Loan approved instant RM830, send IC & bank details",SCAM
Aku tengah buat project AI ni,SAFE
You datang lecture tak hari ni?,SAFE
Aku lambat sikit traffic jam,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
Dinner rumah mak malam ni,SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Free RM1263 voucher, claim sekarang bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Good morning bro, bangun cepat",SAFE
Thanks bro tolong aku tadi,SAFE
Aku dah hantar report tu,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
Dinner rumah mak malam ni,SAFE
"Customs hold parcel, pay RM1354 release fee",SCAM
"Job part time RM2675/day, no experience needed, join link sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
Let’s study together for exam,SAFE
"Free RM2794 voucher, claim sekarang bit.ly/verify",SCAM
Aku lambat sikit traffic jam,SAFE
Dinner rumah mak malam ni,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Assignment dah siap belum?,SAFE
Aku dah hantar report tu,SAFE
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
Let’s study together for exam,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"You win RM4184 cash, claim now sebelum expired",SCAM
Aku tengah buat project AI ni,SAFE
Where are you now bro?,SAFE
Assignment dah siap belum?,SAFE
Apa plan weekend ni?,SAFE
Assignment dah siap belum?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Dinner rumah mak malam ni,SAFE
"Loan approved instant RM3593, send IC & bank details",SCAM
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
Aku dah hantar report tu,SAFE
"Customs hold parcel, pay RM4647 release fee",SCAM
"Good morning bro, bangun cepat",SAFE
"Loan approved instant RM1552, send IC & bank details",SCAM
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
Aku tengah buat project AI ni,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"You win RM4164 cash, claim now sebelum expired",SCAM
Jom makan dekat cafe kampus,SAFE
Apa plan weekend ni?,SAFE
Let’s study together for exam,SAFE
Aku dah hantar report tu,SAFE
Dinner rumah mak malam ni,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
"You win RM1714 cash, claim now sebelum expired",SCAM
"We detected login from Nigeria, confirm identity sh0pee-help.net",SCAM
Kita jumpa esok kelas 10am,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Aku dah hantar report tu,SAFE
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
Aku tengah buat project AI ni,SAFE
Assignment dah siap belum?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Customs hold parcel, pay RM4809 release fee",SCAM
Dinner rumah mak malam ni,SAFE
"We detected login from Nigeria, confirm identity bit.ly/verify",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
"Job part time RM3903/day, no experience needed, join link bit.ly/verify",SCAM
"Customs hold parcel, pay RM4794 release fee",SCAM
Kita jumpa esok kelas 10am,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
Apa plan weekend ni?,SAFE
"You win RM3537 cash, claim now sebelum expired",SCAM
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Kita jumpa esok kelas 10am,SAFE
Weh kau free tak malam ni?,SAFE
Assignment dah siap belum?,SAFE
"You win RM1867 cash, claim now sebelum expired",SCAM
Aku dah hantar report tu,SAFE
Kita jumpa esok kelas 10am,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
Call aku nanti free,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
"Job part time RM1474/day, no experience needed, join link bit.ly/verify",SCAM
Kita jumpa esok kelas 10am,SAFE
"We detected login from Unknown, confirm identity sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
Let’s study together for exam,SAFE
Where are you now bro?,SAFE
Aku dah hantar report tu,SAFE
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
Kita jumpa esok kelas 10am,SAFE
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"Loan approved instant RM4326, send IC & bank details",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Good morning bro, bangun cepat",SAFE
"You win RM4263 cash, claim now sebelum expired",SCAM
"Good morning bro, bangun cepat",SAFE
Dinner rumah mak malam ni,SAFE
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"Good morning bro, bangun cepat",SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Free RM3726 voucher, claim sekarang bit.ly/verify",SCAM
"Job part time RM2077/day, no experience needed, join link sh0pee-help.net",SCAM
Thanks bro tolong aku tadi,SAFE
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
You datang lecture tak hari ni?,SAFE
Thanks bro tolong aku tadi,SAFE
Aku tengah buat project AI ni,SAFE
You datang lecture tak hari ni?,SAFE
Where are you now bro?,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Thanks bro tolong aku tadi,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"Shopee parcel stuck kastam, bayar RM3418 untuk release",SCAM
Dinner rumah mak malam ni,SAFE
"Shopee parcel stuck kastam, bayar RM1887 untuk release",SCAM
"Customs hold parcel, pay RM4727 release fee",SCAM
Assignment dah siap belum?,SAFE
Let’s study together for exam,SAFE
"You win RM508 cash, claim now sebelum expired",SCAM
Thanks bro tolong aku tadi,SAFE
"Free RM4061 voucher, claim sekarang bit.ly/verify",SCAM
Let’s study together for exam,SAFE
"You win RM190 cash, claim now sebelum expired",SCAM
You datang lecture tak hari ni?,SAFE
Aku tengah buat project AI ni,SAFE
"Customs hold parcel, pay RM3698 release fee",SCAM
Dinner rumah mak malam ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
Kita jumpa esok kelas 10am,SAFE
Thanks bro tolong aku tadi,SAFE
Kita jumpa esok kelas 10am,SAFE
"Free RM2563 voucher, claim sekarang bit.ly/verify",SCAM
"Loan approved instant RM3422, send IC & bank details",SCAM
Let’s study together for exam,SAFE
"Loan approved instant RM2053, send IC & bank details",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
"Loan approved instant RM3342, send IC & bank details",SCAM
Call aku nanti free,SAFE
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Call aku nanti free,SAFE
Kita jumpa esok kelas 10am,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Call aku nanti free,SAFE
"Loan approved instant RM1565, send IC & bank details",SCAM
Apa plan weekend ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
You datang lecture tak hari ni?,SAFE
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
Aku dah hantar report tu,SAFE
"Good morning bro, bangun cepat",SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
Dinner rumah mak malam ni,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
Weh kau free tak malam ni?,SAFE
Jom makan dekat cafe kampus,SAFE
Apa plan weekend ni?,SAFE
Assignment dah siap belum?,SAFE
Call aku nanti free,SAFE
Aku lambat sikit traffic jam,SAFE
Kita jumpa esok kelas 10am,SAFE
Dinner rumah mak malam ni,SAFE
Kita jumpa esok kelas 10am,SAFE
"Free RM2997 voucher, claim sekarang tng-update.com",SCAM
"Loan approved instant RM1323, send IC & bank details",SCAM
Jom makan dekat cafe kampus,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
Assignment dah siap belum?,SAFE
"Free RM1396 voucher, claim sekarang bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Weh kau free tak malam ni?,SAFE
"Free RM3504 voucher, claim sekarang tng-update.com",SCAM
"Customs hold parcel, pay RM3169 release fee",SCAM
"You win RM4362 cash, claim now sebelum expired",SCAM
"Good morning bro, bangun cepat",SAFE
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
Aku tengah buat project AI ni,SAFE
"Loan approved instant RM4526, send IC & bank details",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Let’s study together for exam,SAFE
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Dinner rumah mak malam ni,SAFE
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
Aku lambat sikit traffic jam,SAFE
"Bank kau kena block, click link ni cepat bank-secure.com/login",SCAM
Thanks bro tolong aku tadi,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
Thanks bro tolong aku tadi,SAFE
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
You datang lecture tak hari ni?,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Apa plan weekend ni?,SAFE
Aku lambat sikit traffic jam,SAFE
Weh kau free tak malam ni?,SAFE
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"Good morning bro, bangun cepat",SAFE
"Loan approved instant RM392, send IC & bank details",SCAM
Apa plan weekend ni?,SAFE
Jom makan dekat cafe kampus,SAFE
"Loan approved instant RM367, send IC & bank details",SCAM
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
Assignment dah siap belum?,SAFE
Aku lambat sikit traffic jam,SAFE
"We detected login from India, confirm identity tng-update.com",SCAM
Thanks bro tolong aku tadi,SAFE
Aku dah hantar report tu,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Apa plan weekend ni?,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
"You win RM4011 cash, claim now sebelum expired",SCAM
"Shopee parcel stuck kastam, bayar RM2720 untuk release",SCAM
"Loan approved instant RM464, send IC & bank details",SCAM
Apa plan weekend ni?,SAFE
You datang lecture tak hari ni?,SAFE
"Customs hold parcel, pay RM3708 release fee",SCAM
You datang lecture tak hari ni?,SAFE
Thanks bro tolong aku tadi,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
Kita jumpa esok kelas 10am,SAFE
"Customs hold parcel, pay RM2006 release fee",SCAM
Dinner rumah mak malam ni,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
Call aku nanti free,SAFE
Let’s study together for exam,SAFE
You datang lecture tak hari ni?,SAFE
"We detected login from India, confirm identity bank-secure.com/login",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"You win RM2460 cash, claim now sebelum expired",SCAM
Aku lambat sikit traffic jam,SAFE
Weh kau free tak malam ni?,SAFE
Where are you now bro?,SAFE
"Loan approved instant RM3532, send IC & bank details",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
"We detected login from Unknown, confirm identity sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
"Good morning bro, bangun cepat",SAFE
Aku tengah buat project AI ni,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"Shopee parcel stuck kastam, bayar RM2791 untuk release",SCAM
Aku dah hantar report tu,SAFE
Dinner rumah mak malam ni,SAFE
"Job part time RM1731/day, no experience needed, join link tng-update.com",SCAM
You datang lecture tak hari ni?,SAFE
"Loan approved instant RM959, send IC & bank details",SCAM
Let’s study together for exam,SAFE
Jom makan dekat cafe kampus,SAFE
"Free RM2589 voucher, claim sekarang sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Call aku nanti free,SAFE
"Free RM3975 voucher, claim sekarang tng-update.com",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
Aku tengah buat project AI ni,SAFE
Kita jumpa esok kelas 10am,SAFE
Thanks bro tolong aku tadi,SAFE
Weh kau free tak malam ni?,SAFE
Assignment dah siap belum?,SAFE
Thanks bro tolong aku tadi,SAFE
"You win RM1318 cash, claim now sebelum expired",SCAM
"Free RM4389 voucher, claim sekarang sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
Aku lambat sikit traffic jam,SAFE
You datang lecture tak hari ni?,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Aku dah hantar report tu,SAFE
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
"You win RM1947 cash, claim now sebelum expired",SCAM
You datang lecture tak hari ni?,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Your email hacked, reset password immediately bank-secure.com/login",SCAM
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
Aku dah hantar report tu,SAFE
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Good morning bro, bangun cepat",SAFE
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
Aku lambat sikit traffic jam,SAFE
"Customs hold parcel, pay RM3214 release fee",SCAM
Aku tengah buat project AI ni,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
Call aku nanti free,SAFE
Dinner rumah mak malam ni,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"You win RM1664 cash, claim now sebelum expired",SCAM
Let’s study together for exam,SAFE
Weh kau free tak malam ni?,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"We detected login from Philippines, confirm identity bank-secure.com/login",SCAM
"Free RM3476 voucher, claim sekarang sh0pee-help.net",SCAM
Call aku nanti free,SAFE
Apa plan weekend ni?,SAFE
"Shopee parcel stuck kastam, bayar RM4654 untuk release",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bit.ly/verify",SCAM
"We detected login from Unknown, confirm identity bit.ly/verify",SCAM
"Loan approved instant RM2180, send IC & bank details",SCAM
Aku dah hantar report tu,SAFE
"Free RM3716 voucher, claim sekarang tng-update.com",SCAM
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
"Free RM2926 voucher, claim sekarang tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
Weh kau free tak malam ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Weh kau free tak malam ni?,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
Aku dah hantar report tu,SAFE
"Job part time RM2714/day, no experience needed, join link bank-secure.com/login",SCAM
"Job part time RM2503/day, no experience needed, join link tng-update.com",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Jom makan dekat cafe kampus,SAFE
Aku dah hantar report tu,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
Aku tengah buat project AI ni,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Customs hold parcel, pay RM3260 release fee",SCAM
Aku tengah buat project AI ni,SAFE
Weh kau free tak malam ni?,SAFE
"Free RM2416 voucher, claim sekarang bit.ly/verify",SCAM
Aku tengah buat project AI ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
Jom makan dekat cafe kampus,SAFE
"Job part time RM4487/day, no experience needed, join link sh0pee-help.net",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Aku dah hantar report tu,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
Aku lambat sikit traffic jam,SAFE
"Customs hold parcel, pay RM4603 release fee",SCAM
"Good morning bro, bangun cepat",SAFE
Apa plan weekend ni?,SAFE
Apa plan weekend ni?,SAFE
Kita jumpa esok kelas 10am,SAFE
Assignment dah siap belum?,SAFE
"You win RM221 cash, claim now sebelum expired",SCAM
"You win RM4197 cash, claim now sebelum expired",SCAM
You datang lecture tak hari ni?,SAFE
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
You datang lecture tak hari ni?,SAFE
"Free RM1760 voucher, claim sekarang bank-secure.com/login",SCAM
Jom makan dekat cafe kampus,SAFE
"Free RM2192 voucher, claim sekarang tng-update.com",SCAM
Aku tengah buat project AI ni,SAFE
Aku tengah buat project AI ni,SAFE
"Job part time RM1008/day, no experience needed, join link sh0pee-help.net",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Shopee parcel stuck kastam, bayar RM1883 untuk release",SCAM
Weh kau free tak malam ni?,SAFE
Apa plan weekend ni?,SAFE
Let’s study together for exam,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
Jom makan dekat cafe kampus,SAFE
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
Where are you now bro?,SAFE
"Free RM1413 voucher, claim sekarang tng-update.com",SCAM
Aku dah hantar report tu,SAFE
Kita jumpa esok kelas 10am,SAFE
Kita jumpa esok kelas 10am,SAFE
You datang lecture tak hari ni?,SAFE
You datang lecture tak hari ni?,SAFE
Aku tengah buat project AI ni,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Dinner rumah mak malam ni,SAFE
Let’s study together for exam,SAFE
Let’s study together for exam,SAFE
Assignment dah siap belum?,SAFE
Kita jumpa esok kelas 10am,SAFE
"We detected login from Unknown, confirm identity bit.ly/verify",SCAM
Weh kau free tak malam ni?,SAFE
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
You datang lecture tak hari ni?,SAFE
Weh kau free tak malam ni?,SAFE
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"You win RM3845 cash, claim now sebelum expired",SCAM
"Good morning bro, bangun cepat",SAFE
"Job part time RM1840/day, no experience needed, join link tng-update.com",SCAM
Weh kau free tak malam ni?,SAFE
"Investment crypto profit 200% guaranteed, join now bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
"Account anda akan dibekukan segera, verify sekarang bit.ly/verify",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
"Customs hold parcel, pay RM3597 release fee",SCAM
Let’s study together for exam,SAFE
"TNG eWallet kena suspend, login untuk aktifkan sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
Call aku nanti free,SAFE
"We detected login from Philippines, confirm identity bit.ly/verify",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
You datang lecture tak hari ni?,SAFE
Apa plan weekend ni?,SAFE
Apa plan weekend ni?,SAFE
"We detected login from India, confirm identity bit.ly/verify",SCAM
Aku tengah buat project AI ni,SAFE
Jom makan dekat cafe kampus,SAFE
Where are you now bro?,SAFE
Weh kau free tak malam ni?,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
Apa plan weekend ni?,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"Bank kau kena block, click link ni cepat tng-update.com",SCAM
Aku lambat sikit traffic jam,SAFE
Call aku nanti free,SAFE
"Good morning bro, bangun cepat",SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Aku lambat sikit traffic jam,SAFE
Let’s study together for exam,SAFE
Thanks bro tolong aku tadi,SAFE
Aku lambat sikit traffic jam,SAFE
Aku lambat sikit traffic jam,SAFE
Call aku nanti free,SAFE
Aku tengah buat project AI ni,SAFE
"Free RM4687 voucher, claim sekarang bank-secure.com/login",SCAM
"Job part time RM1443/day, no experience needed, join link sh0pee-help.net",SCAM
"Free RM2727 voucher, claim sekarang bit.ly/verify",SCAM
"Shopee parcel stuck kastam, bayar RM2514 untuk release",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Customs hold parcel, pay RM3703 release fee",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Account anda akan dibekukan segera, verify sekarang sh0pee-help.net",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Customs hold parcel, pay RM3219 release fee",SCAM
"You win RM2803 cash, claim now sebelum expired",SCAM
"Loan approved instant RM1914, send IC & bank details",SCAM
Let’s study together for exam,SAFE
Kita jumpa esok kelas 10am,SAFE
"Customs hold parcel, pay RM4071 release fee",SCAM
"Shopee parcel stuck kastam, bayar RM3927 untuk release",SCAM
"Job part time RM3433/day, no experience needed, join link sh0pee-help.net",SCAM
"Free RM1804 voucher, claim sekarang bank-secure.com/login",SCAM
"We detected login from India, confirm identity bank-secure.com/login",SCAM
"Investment crypto profit 200% guaranteed, join now bank-secure.com/login",SCAM
"Police report: you involved in case, contact urgent bank-secure.com/login",SCAM
Aku dah hantar report tu,SAFE
"Investment crypto profit 200% guaranteed, join now tng-update.com",SCAM
"Loan approved instant RM2738, send IC & bank details",SCAM
"Customs hold parcel, pay RM1753 release fee",SCAM
Dinner rumah mak malam ni,SAFE
Kita jumpa esok kelas 10am,SAFE
Weh kau free tak malam ni?,SAFE
Thanks bro tolong aku tadi,SAFE
Jom makan dekat cafe kampus,SAFE
"Police report: you involved in case, contact urgent tng-update.com",SCAM
Apa plan weekend ni?,SAFE
You datang lecture tak hari ni?,SAFE
